Address,Room,Bath,Property_type,Bedrooms_available,Available_from,Available_for,Sharing_with,Owner_occupied,Preferences,Date_entered/renewed,Property_views,Latitude,Longitude,Pre_processed_desc,Desc_length,Price_per_month,County,adjective_counts
"Apartment 145, Rathmines Town Centre, Rathmines Ro, Dublin 6",Double Room,Shared Bathroom,Apartment,1,Immediately,1 Year +,1,No,Male / Female,14/04/2023,"3,291",,,1 vacancy share apartment monthly rent 775euro security deposit 775euro bill not include apartment available share heart rathmine live easygoing friendly professional shared area bathroom sitting room kitchen ideally locate easy access city centre short walk luas bus route parking available room available april 1st interested please email I detail short summary I come back,534,775,Dublin 6,11
"206a Shanliss Road, Dublin 9, Santry, Dublin 9",Double Room,Shared Bathroom,House,1,"Apr 17th, 2023",6 Months,1,No,Male / Female,12/04/2023,550,53.39173885,-6.26311374264005,seeke easy go non smoker share modern well appoint expertly maintain home one person accommodation available immediately approx 6 month flexibility may available time frame generous double bedroom complete fit wardrobe private bathroom available exclusive use tenant large living room beautiful kitchen dining room share one occupant kitchen well equip fridge freezer washer dryer dishwasher excellent cooking facility microwave flat screen tv comfortable lounge choice channel lovely patio garden complete garden furniture numerous bus route available locally dcu grangegorman campus convenient number college hospital dublin airport accommodation available full time part time occupancy broadband street parking no charge burglar alarm,1027,900,Dublin 9,22
"191 Greenpark Meadows, Mullingar, Mullingar, Co. Westmeath",Single & Double Room,Shared Bathroom,House,2,Immediately,3 Months,1,Yes,Male / Female,13/04/2023,152,,,2 bedroom available rent initial 3 month period house owner occupy well maintain modern appliance central heating wifi house locate quiet cul de sac bill include bedroom 1 spacious double room room contain single bed bed provide wall desk chair addition build wardrobe stand alone wardrobe bedroom 2 single room contain build single bed bed provide wall wall wardrobe upstairs toilet share bedroom 1 2 also guest toilet downstairs price room bedroom 1 150 wk bedroom 2 110 wk reference essential no pet allow interested please email name information room interested,820,440,Westmeath,10
"35 Leinster Road, Dublin 6, Rathmines, Dublin 6",Single Room,Shared Bathroom,Apartment,1,Immediately,1 Month,2,No,Male / Female,12/04/2023,"1,291",53.323548175,-6.2707889625,temporary vacancy 12 april 12 may 2023 dublin 6 rathmine price 600 would share two spanish girl interested please contact I viewing message whatsapp 083 208 6086,257,600,Dublin 6,0
"Mitchel Street, Thurles, Co. Tipperary",Double Room,Shared Bathroom,House,1,Immediately,1 Year +,1,Yes,Male / Female,08/04/2023,671,,,newly renovate owner occupy house double room connect bathroom,87,400,Tipperary,1
"6 The Whitethorns, Briarfield, Castletroy, Co. Limerick",Double Room,Shared Bathroom,House,1,"May 22nd, 2023",2 Months,1,Yes,Male / Female,03/04/2023,695,,,available july 2nd 2023 bright spacious double room easily accessible safe convenient location free parking wifi bin household tv licence include gas electricity separate well locate property 2 min walk castletroy town centre various amenity include supermarket restaurants takeaway cafe cinema etc 5 min bus 10 15 min walk centre university limerick ul campus bus route limerick city nearby bus stop dublin dublin airport etc via m7 express eireagle service available mon may 22nd sun jul 2nd 2023 6 week non smoking household rate pay guest home capacity two pay guest one room available time period please note email response daft ie sometimes go one spam mail folder please check,898,600,Limerick,12
"Mount Sandford, Drogheda, Co. Louth",Single Room,Shared Bathroom,House,1,Immediately,1 Year +,3,No,Male / Female,03/04/2023,"1,339",53.7236996,-6.336466,large detach house front garden large back garden quiet residential area well maintain exceptionally well furnished two sit room tv kitchen dining area downstairs upstairs toilet mod con gfch 3 toilet 2 shower 1 bath close lady lourdes hospital view must,331,500,Louth,8
"Fairgreen, Portlaoise, Co. Laois",Single Room,En-suite,House,1,Immediately,1 Year +,1,Yes,Male / Female,04/04/2023,492,53.0488154,-7.321521759332676,single en suite room rent 600 eur bill detached house recently renovate spacious garden parking spot owner busy work professional occasionally home week,225,600,Laois,3
"67 Saint Anne's, Dublin 12, Terenure, Dublin 6",Double Room,Shared Bathroom,House,1,Immediately,1 Year,1,Yes,Male,10/04/2023,"1,096",,,monday thursday let owner occupier male 47 look rent room two bedroom house kimmage close kcr house recently refurbish new carpet bed build unit parking front owner away monday thursday tenant benefit house week rent include utility standard outgoing share house kimmage close terenure harolds cross crumlin area several bus service city centre,549,,Dublin 6,8
"Sugarloaf Crescent, Bray, Co. Wicklow",Double Room,Shared Bathroom,House,1,"Apr 15th, 2023",6 Months,2,Yes,Female,07/04/2023,893,53.1937445,-6.110095,double room rent lovely house locate quiet cul de sac eur 750 bill include monthly rent 15min walk main tesco seafront would suit friendly clean responsible non smoker female deposit eur 500 one month notice prior leave six month initially,300,750,Wicklow,8
"Blackwater, Enniscorthy, Co. Wexford",Double Room,Shared Bathroom,House,2,"Apr 22nd, 2023",1 Year +,2,Yes,Female / +1 Person,13/04/2023,172,52.5243105,-6.5302537,hello look 1 2 people share house countryside near blackwater enniscorthy near town 12 km away map incorrect lot space around ample parking room veg patch garden already 2 dog cat pet might ok depend interaction also grazing available stable horse room large light big kitchen lounge share 3 bathroom house one bath shower one shower one toilet sink internet available no charge cables ethernet cable not wi fi landline use incoming call free outgoing cost call make gas electric cost share fairly take account work day I always home wireless free house no wi fi bluetooth wireless tech use house course go outside use wireless device like smoking not house go outside smoke would need car countryside 2 km sea within commute distance wexford 13 km enniscorthy 12 km gorey 19 km,1370,400,Wexford,14
"The rise, Whitehall, D9, Whitehall, Dublin 9",Twin Room,Shared Bathroom,Apartment,1,"Apr 24th, 2023",5 Months,5,No,Male / Female,13/04/2023,"2,507",53.3806637,-6.2656103, bill include price high speed wi fi study gaming zoom call etc take 15 minute walk city center bus luas stop right doorstep room one desk per person fully fit kitchen designate outdoor smoking area designate laundry area washing machine dryer two story house modern wood floor large bedroom fully equip kitchen back patio bbqs modern sleek stylish furnishing wooden flooring terrace smoking area large window natural light flow create warm invite atmosphere additionally house location provide easy access nearby restaurant shop attraction,762,693,Dublin 9,14
"Fernwood, Glanmire, Co. Cork",Double Room,Shared Bathroom,House,1,"Apr 24th, 2023",1 Year,1,Yes,Female,12/04/2023,352,51.9228541,-8.3874545,one small double room rent quiet estate close cork house 1 minute walk bus stop city regular bus service city bus go every 20 minute house walk distance lidl high speed fibre broadband electric shower bill include rent sunday friday preffered room suitable female,353,720,Cork,10
"The pottery Maynooth road celbridge Town co.kildar, Celbridge, Co. Kildare",Double Room,Shared Bathroom,House,1,Immediately,6 Months,4,No,Female,13/04/2023,606,,,3 story large spacious house main street celbridge bus stop outside door maynooth 10mins city centre dublin 35mins restaurants bar shop within walk distance house well maintain clean regularly parkland behind house river walk yet close proximity amenity strictly soul occupancy no parking no smoking no pet call jason richard 10 daily,427,650,Kildare,5
"39 College Green, Green Road, Carlow, Carlow Town, Co. Carlow",Double Room,Shared Bathroom,House,1,Immediately,6 Months,4,No,Male / Female,05/04/2023,334,,,double room rent large detach house house mod con large garden patio area patio table chair,145,420,Carlow,3
"55 Cahermoneen, Tralee, Tralee, Co. Kerry",Double & Twin Room,Shared Bathroom,House,2,Immediately,1 Year,1,Yes,Male,10/04/2023,134,52.2790556,-9.7087741,owner home 5 minute walk kerry college etb 2 remain bedroom rent sunday friday no weekend twin room n one double available contact joy interested,181,480,Kerry,3
"lurgangreen, Dundalk, Co. Louth",Double Room,Shared Bathroom,Apartment,3,Immediately,1 Year,3,No,Male / Female,08/04/2023,875,53.9493683,-6.3862751,lovely apartment 3 km dkit snd wuxi heating electricity internet bin include rent,114,600,Louth,1
"Phibblestown Road, Ongar, Dublin 15",Single Room,Shared Bathroom,House,1,Immediately,6 Months,2,Yes,Female,21/03/2023,720,53.3953223,-6.4300004,hoste power agency provide affordable accommodation ireland since 2014 proud advertise fully furnish comfortable private room house equip modern convenience share welcome host bill electricity gas etc wifi include rent bedding provide book room fast way book room please go website alternatively please reply ad detailed self description room ref 46451,550,720,Dublin 15,8
"22 Dursey Row, Waterville, Dublin 15, Dublin 15",Single & Double Room,Shared Bathroom,Apartment,2,"Apr 16th, 2023",1 Month,2,Yes,Female,13/04/2023,91,53.3940208,-6.3697261,3 bed duplex room share quiet neighbour hood near hospital shop bus service blanchardstown,115,1200,Dublin 15,2
"Dormant Bungalow, Glencar Irish, Letterkenny, Letterkenny, Co. Donegal",Double Room,En-suite,Apartment,1,"Apr 14th, 2023",1 Year +,1,Yes,Male / Female,13/04/2023,53,,,1 extra large double room available fully furnish walk wardrobe bathroom shower share kitchen dining sitting area combine 2 large garden private parking microwave hob oven fridge freezer great view,259,540,Donegal,6
"Ha'penny Bridge House, Ormond Quay Lower, Dublin 1, Dublin 1",Shared Room,Shared Bathroom,Apartment,1,"Apr 30th, 2023",3 Months,1,No,Male / Female,09/04/2023,"1,002",,,dublin city centre share room available immediate move share room not private room price 400 per month email enquiry come fully furnish amenity,210,400,Dublin 1,3
"Aughraboura Road, Athy, Co. Kildare",Double Room,En-suite,House,1,Immediately,6 Months,2,Yes,Male / Female,12/04/2023,44,,,hoste power agency provide affordable accommodation ireland since 2014 proud advertise fully furnish comfortable private room house equip modern convenience share welcome host bill electricity gas etc include rent bedding provide book room fast way book room please go website alternatively please reply ad detailed self description room ref 50114,540,800,Kildare,8
"Marina Village Limited, Marina Centre, Malahide Ma, Malahide, Co. Dublin",Double Room,En-suite,Apartment,2,"Apr 23rd, 2023",1 Year,1,No,Male / Female,13/04/2023,123,,,1300 euro double bedroom 1 ensuite 1250 euro double bedroom 2 beautiful apartment 2 double bedroom share locate heart marina village malahide first let apartment completely refurbish renovate apartment fully fit kitchen dining area living room balcony face marina master bedroom ensuite second bedroom equally spacious one main bathroom locate ever popular malahide marina village host amenity include restaurant cafe shop boutique sport facility doorstep train station 5 minute walk away property offer furnished available immediately view please contact email express interest please specify room preference say something view highly recommend,938,,,9
"Blessington Road, Naas, Co. Kildare",Double Room,En-suite,House,1,Immediately,6 Months,2,Yes,Male / Female,21/03/2023,"1,111",53.2095448,-6.6419599,hoste power agency provide affordable accommodation ireland since 2014 proud advertise fully furnish comfortable private room house equip modern convenience share welcome host bill electricity gas etc wifi include rent bedding provide book room fast way book room please go website alternatively please reply ad detailed self description room ref 47885,550,680,Kildare,8
"Newtown Road, Ballyshannon, Co. Donegal",Double Room,Shared Bathroom,House,1,Immediately,6 Months,2,Yes,Male / Female,21/03/2023,254,,,hoste power agency provide affordable accommodation ireland since 2014 proud advertise fully furnish comfortable private room house equip modern convenience share welcome host bill electricity gas etc wifi include rent bedding provide book room fast way book room please go website alternatively please reply ad detailed self description room ref 27460,550,400,Donegal,8
"Carlow Road, Carlow",Single Room,Shared Bathroom,House,1,Immediately,6 Months,2,Yes,Female,21/03/2023,132,52.7373217,-6.9758328,hoste power agency provide affordable accommodation ireland since 2014 proud advertise fully furnish comfortable private room house equip modern convenience share welcome host bill electricity gas etc wifi include rent bedding provide book room fast way book room please go website alternatively please reply ad detailed self description room ref 33479,562,600,Carlow,8
"Town, Shercock, Co. Cavan",Double Room,En-suite,House,1,Immediately,1 Year +,4,No,Male / Female,12/04/2023,84,,,bedroom bathroom share kitchen locate shercock co cavan center town house newly renovate include price bill electricity heat bin wi fi ect smart tv include well plus plenty parking contact kieran 0894305878,269,500,Cavan,2
"Charlesland Grove, Charlesland, Greystones, Greystones, Co. Wicklow",Double Room,Shared Bathroom,House,1,"May 1st, 2023",6 Months,1,Yes,Female,10/04/2023,148,53.1266002,-6.0655886,double room 2 bed townhouse sharing one female quiet chill house great location available one female tenant mod con street parking hi speed broadband sky tv west face garden sun afternoon 2 minute walk 184 84x bus stop 25 minute walk greystones dart close supervalu pharmacy doctor multiple gym walkable shop amenity greystone short let preferred 1 6 month duration consider must reference rent 1000 monthly 250 weekly include bill refundable deposit one month rent due expect high volume enquiry not possible reply email,715,,Wicklow,12
"Apartment 7, Threadneedle Court, 18 Threadneedle R, Salthill, Co. Galway",Double Room,En-suite,Apartment,1,Immediately,1 Year +,1,Yes,Male / Female / +1 Person,04/04/2023,"1,802",,,one double bedroom ensuite bathroom bathtub shower include inside 2 bedroom 3 bathroom apartment threadneedle court salthill bus stop call diving board minute walk indoor garage space available may 2023 well maintain modern clean interior safe quiet residential environment I live one bedroom look rent bedroom 1 2 people look female andor couple location salthill minute walk beach include electricity bill 1950 per month access apartment common area facility 247 one bedroom ensuite bathroom include bathtub shower another toilet hallway facility include fully equip kitchen fridge freezer washe machine dishwasher electric hob electric kettle microwave oven conventional oven toaster water heat bath tub shower ensuite bathroom one parking garage space dining table sofa area views salthill bay less minute walk beach near bus stop bus 401 go eyre square bus 410 go nuig quiet safe neighborhood lift door apartment cctv surveillance place smoke alarm burglar alarm place message I whatsapp interested 353870687416,1375,,Galway,18
"6 the Court, Ruxton oaks , Navan, Co. Meath",Double Room,En-suite,House,1,"May 1st, 2023",6 Months,1,Yes,Male / Female,12/04/2023,160,,,double room en suite available end april 2023 6 month begin full access sitting room kitchen private bedroom 10 minute walk navan town local shop 5 minute walk away bill split equally monthly wifi available virgin medium television instal main living area interested please contact via email arrange viewing one month rent equal deposit require upon move,476,600,Meath,8
"Abbeywood Crescent, Lucan, Co. Dublin",Double Room,Shared Bathroom,House,1,Immediately,3 Months,3,Yes,Female,13/04/2023,876,53.3456137,-6.4237654,dublin host family proud offer large double bedroom stunning semi detach property locate 13 kilometre dublin city centre ideally locate close liffey valley shopping centre grange castle business campus short stroll several bus route link dublin city centre beyond household bill include gas electric cable wifi water &#9; also continental style breakfast include price not pay security deposit rate room 180 per week double pay every 4 week advance minimum stay 3 month would available 6 month please e mail check availability arrange visit,752,720,,11
"29 Maple Close, Dundalk, Dundalk, Co. Louth",Single & Double Room,Shared Bathroom,House,2,"May 7th, 2023",4 Months,1,Yes,Male / Female,09/04/2023,479,53.9937613,-6.3838593,double single room available may owner occupy house boast quiet atmosphere locate close shop dkit retail park shopping centre bill include room available sunday evening friday morning basis no overnight guest suit please email sinead,326,440,Louth,6
"16 Lakeshore Drive, Saleen, Castlebar, Castlebar, Co. Mayo",Double Room,Shared Bathroom,House,1,Immediately,1 Year,3,No,Male / Female,12/04/2023,"1,039",53.8478111,-9.2912612,12 bedroom available 4 bed house locate lakeshore drive castlebar well lay house oil central heating stove sharing 2 work professional male late 20,203,467,Mayo,4
"Apartment 5, Cluain Riocaird, Castlegar, Galway, Castlegar, Co. Galway",Single Room,Shared Bathroom,Apartment,1,"Apr 23rd, 2023",1 Year,2,No,Male / Female,06/04/2023,476,,,room available castlegar 3 bed bus stop 2 minute walk shop 5 lot tree open field well 15 minute eyre bike room 550 pm plus deposit current occupant woman 20 man 30 not drug no drinking store alcohol common area apartment keep tidy time quiet normal hour e late evening night available room get good light year round nice view one month leave current lease look people interested stay next year let know bit day day interest etc ramble bit information help get reply I away holiday start get back applicant coming week,872,560,Galway,15
"Dripsey, Ballincollig, Co. Cork",Double Room,Shared Bathroom,House,1,"Apr 13th, 2023",1 Year,1,No,Male / Female,02/04/2023,"1,029",,,large double room available share 1 late 30 lgbt friendly need car not apply otherwise locate quiet country lane dripsey must car suit ballincollig macroom cork city area would suit someone like outdoor peace quiet countryside occasional tune inside work home artist hygiene important especially communal area idyllic walk doorstep view water entrance house,539,580,Cork,11
"Woodbrook, Cratloe, Co. Clare",Double Room,En-suite,House,1,Immediately,6 Months,2,Yes,Male / Female,21/03/2023,466,52.6935131,-8.7310623,hoste power agency provide affordable accommodation ireland since 2014 proud advertise fully furnish comfortable private room house equip modern convenience share welcome host bill electricity gas etc wifi include rent bedding provide book room fast way book room please go website alternatively please reply ad detailed self description room ref 19786a,551,560,Clare,8
"22 Mill Cross Road, Bealnamulla, Athlone, Athlone, Co. Roscommon",Double Room,Shared Bathroom,Apartment,1,Immediately,1 Year +,3,No,Male / Female,07/04/2023,882,,,double room available recently renovate apartment monksland quiet residential area share professional space available parking broadband bin include 200 mill bar bus stop a1 a2 bus text email please,278,500,Roscommon,4
"11 Bearna Park, Dublin 18, Sandyford, Dublin 18",Double Room,Shared Bathroom,House,1,Immediately,1 Year +,2,Yes,Male,11/04/2023,885,53.26920509999999,-6.221367071354166,double bedroom rent close 44 bus stop close luas share 2 resident house full use kitchen dog live property wi fi bill include price 0851639994,227,900,Dublin 18,5
"The Avenue, Ratoath, Co. Meath",Double Room,En-suite,House,1,Immediately,6 Months,2,Yes,Male / Female,21/03/2023,669,53.4143067,-6.481569,hoste power agency provide affordable accommodation ireland since 2014 proud advertise fully furnish comfortable private room house equip modern convenience share welcome host bill electricity gas etc wifi include rent bedding provide book room fast way book room please go website alternatively please reply ad detailed self description room ref 32944,550,540,Meath,8
"Low Road, Bunratty, Co. Clare",Double Room,En-suite,House,3,Immediately,1 Year +,4,No,Male / Female,07/04/2023,"1,810",52.7123231,-8.80848,double ensuite room available bunratty 2 min drive10 min walk quaint bunratty village delicious restaurant cafe shopping local pub 10 minute drive shannon shannon airport please enquire via daft express interest monthly rent 550 bill fix 25 bill include electricity heating stfu broadband monthly clean refuse recycling please note must supply linen towel toiletry enquiry please send message via daft,531,550,Clare,7
"Temple Court, Northwood, Santry , Ballymun, Dublin 9",Double Room,Shared Bathroom,Apartment,1,Immediately,6 Months,2,No,Male / Female,13/04/2023,"3,198",,,i beautiful room available one single person 800 euro exclude bill deposit rent great bus connection airport around 10 min city centre 20 min share apartment quiet busy couple professional work dublin airport look quiet clean person interested please not hesitate contact I no time waister serious people please available immediately,452,800,Dublin 9,10
"Smartscastle East, Kilmacow, Waterford, Kilmacow, Co. Kilkenny",Single Room,Shared Bathroom,House,1,Immediately,1 Year +,5,No,Male,02/04/2023,482,,,great property locate 10 minute drive fr9 waterford city must transport clean,109,350,Kilkenny,2
"Dublin Road , Longford Town, Co. Longford",Single Room,Shared Bathroom,House,1,Immediately,6 Months,3,Yes,Female,10/04/2023,"1,145",,,single room available longford town dublin road close dunne store st joseph care centre lidl walk distance longford town centre rent 400eu monthly include bill,207,400,Longford,4
"Charlotte Way, Dublin 2",Double Room,Shared Bathroom,Apartment,1,Immediately,6 Months,1,Yes,Male / Female,10/04/2023,730,53.3335892,-6.2650038,room available rent desirable location 5 minute walk grafton street luas line share one mid thirty work professional look share lay back person rent 850 per month not include bill one month rent require deposit move landlord reference require please respond little information I get back asap,439,850,Dublin 2,5
"Chapel Street, Borrisoleigh, Co. Tipperary",Double Room,Shared Bathroom,House,1,Immediately,6 Months,2,Yes,Male / Female,07/04/2023,67,,,hoste power agency provide affordable accommodation ireland since 2014 proud advertise fully furnish comfortable private room house equip modern convenience share welcome host bill electricity gas etc wifi include rent bedding provide book room fast way book room please go website alternatively please reply ad detailed self description room ref 32065a,551,560,Tipperary,8
"The Avenue, Kill St Lawrence, Ballytruckle, Co. Waterford",Single Room,Shared Bathroom,House,1,"May 8th, 2023",1 Year +,1,Yes,Female,14/04/2023,351,,,four bedroom semi detached owner occupy single room available may 2023 electricity heating not include share toilet,141,475,Waterford,2
"33 Ratra Park, Navan Road, Dublin 7, Navan Road (D7), Dublin 7",Single Room,Shared Bathroom,House,1,Immediately,10 Months,2,No,Female,12/04/2023,911,,,this property locate beside phoenix park bus stop convenience store nearby rent 750 bill accept woman preferably russian speaking text email please not take phone call,229,750,Dublin 7,1
"Hamlet Avenue, Balbriggan, Co. Dublin",Double Room,En-suite,House,1,Immediately,1 Year,1,Yes,Male / Female,10/04/2023,918,53.6142818,-6.2037202,house share available let immediately non smoking female work home not possible must see spacious 3 bedroom house share fabulous property spacious throughout come fully furnish mod con downstairs large kitchen living room wc double bedroom upstairs large bathroom available tenant close m1 train station bus stop shopping town centre large garden rear street parking tenant car quiet peaceful area please familiarise location make contact available 6 month 1 year short term let consider call 087 6717784 arrange viewing,713,750,,16
"Raynestown, Dunshaughlin, Parsonstown, Co. Meath",Double Room,En-suite,House,1,Immediately,6 Months,1,No,Male / Female,07/04/2023,283,,,8 minute walk 109 bus stop 5 minute drive msd 7 minute m3 parkway 15 minute blanchardstown shopping centre bill not include one month deposit one month rent require,193,800,Meath,0
"Finglas Park, Dublin 11, Dublin 11",Double Room,Shared Bathroom,House,1,"Apr 26th, 2023",1 Month,1,Yes,Female,12/04/2023,318,53.3913762,-6.2905357,family home 3 bedroom 1 bathroom look responsible adult monday friday,98,640,Dublin 11,1
"Belmont Park, Raheny, Dublin 5",Single Room,Shared Bathroom,House,1,"May 14th, 2023",6 Months,2,Yes,Female,11/04/2023,299,,,hoste power agency provide affordable accommodation ireland since 2014 proud advertise fully furnish comfortable private room house equip modern convenience share welcome host bill electricity gas etc wifi include rent bedding provide book room fast way book room please go website alternatively please reply ad detailed self description room ref 48587,549,760,Dublin 5,8
"24 Fforster Close, Ballydowd Manor, Lucan, Lucan, Co. Dublin",Single Room,Shared Bathroom,House,1,Immediately,1 Year,2,No,Male / Female,11/04/2023,"1,895",,,single room rent lovely three bedroom house close amenity shop school m50 doorstep,128,650,,3
"Churchlands Sandyford village Dublin 18., Sandyford, Dublin 18",Double Room,Shared Bathroom,House,1,Immediately,1 Year,4,No,Male / Female / +1 Person,13/04/2023,991,,,bright sunny double room overlook private courtyard designate workspace high speed wifi ideal location set within large 2000sq ft house village sandyford local amenity disposal available april 11th 44 11 114 bus within ten minute walk glencairn stillorgan luas sandyford business park dundrum town centre within 15 minute walk two share bathroom extra large well stock kitchen utility room large wall garden private dining area sun terrace guest use safe secluded peaceful setting free parking,629,,Dublin 18,15
"Tipperary Road, Pallasgreen, Co. Limerick",Single Room,Shared Bathroom,House,1,Immediately,6 Months,2,Yes,Male / Female,13/04/2023,42,,,hoste power agency provide affordable accommodation ireland since 2014 proud advertise fully furnish comfortable private room house equip modern convenience share welcome host bill electricity gas etc include rent bedding provide book room fast way book room please go website alternatively please reply ad detailed self description room ref 21689a,542,600,Tipperary,8
"Marlayview Ballinteer Avenue, Ballinteer, Dublin 16",Double Room,En-suite,Apartment,1,Immediately,6 Months,1,Yes,Male / Female,12/04/2023,"1,295",,,spacious double bedroom available rent two bedroomed apartment apartment modern well insulated nicely furnish second bedroom en suite room offer exclusive use main bathroom location 12 15 min walk green luas line dundrum shopping centre 2min drive m50 local amenity facility 2min lidl centra ballinteer shopping centre supervalu 2min marlay park 14 16 75 bus stop outside apartment gate parking secure locked bike shed available look tidy friendly guy girl share 42 year old guy quiet relaxed apartment please give detail mail,732,800,Dublin 16,14
"New Line Road, Letterkenny, Co. Donegal",Double Room,Shared Bathroom,House,1,Immediately,6 Months,2,Yes,Male / Female,21/03/2023,694,54.9546735,-7.7463532,hoste power agency provide affordable accommodation ireland since 2014 proud advertise fully furnish comfortable private room house equip modern convenience share welcome host bill electricity gas etc wifi include rent bedding provide book room fast way book room please go website alternatively please reply ad detailed self description room ref 42344,550,480,Donegal,8
"The Woods, Cappahard, Ennis, Co. Clare",Single Room,Shared Bathroom,House,1,Immediately,1 Year +,3,Yes,Male / Female,11/04/2023,281,52.8537189,-8.964368,single room available detached house quiet housing estate close town centre rent include bin tv licence additional bill include heating oil electricity wifi bill divide tenant,244,320,Clare,4
"Daletree Crescent, Ballycullen, Dublin 16",Double Room,En-suite,House,1,Immediately,1 Month,1,No,Male / Female,07/04/2023,"1,007",53.273823,-6.334821,rental available 1 month may suit someone relocate dublin whilst look permanent accommodation available april onwards excellent value 850 per month include bill electricity gas wifi refuse double bedroom sole use main bathroom available immediately large 3 bed semi situate close m50 exit 12 approximately 1 minute drive exit 12 m50 10 minute drive citywest business campus less 5 minute walk 15 bus stop service knocklyon terenure rathgar rathmine portobello city centre straight donaghmede less 5 minute walk 65b bus stop service citywest business campus dublin city centre lidl spar supervalu tesco shop within walk distance number local pub bar area also 10 minute drive hospital college tallaght 10 minute drive dundrum towncentre double bedroom double wardrobe storage use main bathroom electric shower share kitchen utility oven hob microwave dishwasher fridge freezer washing machine bill include rent wifi gas electricity refuse interested must clean tidy friendly easy go considerate live house currently one female professional living cat house,1404,900,Dublin 16,18
"Apartment 23, Block A Grande Central, Rockbrook, C, Stillorgan, Co. Dublin",Double Room,Shared Bathroom,Apartment,1,"Apr 13th, 2023",6 Months,1,No,Male / Female,12/04/2023,410,,,double bedroom share bathroom 3 bed 2 bath property dunne aldi apartment stillorgan luas 3 minute away two bus stop apartment dundrum shopping centre ucd 30 minute walk,237,,,1
"Woodview, Ennis, Co. Clare",Double Room,En-suite,House,1,Immediately,6 Months,2,Yes,Male / Female,21/03/2023,523,52.8508695,-9.0099604,hoste power agency provide affordable accommodation ireland since 2014 proud advertise fully furnish comfortable private room house equip modern convenience share welcome host bill electricity gas etc wifi include rent bedding provide book room fast way book room please go website alternatively please reply ad detailed self description room ref 26407a,551,720,Clare,8
"Ellesmere Avenue, Dublin 7",Single Room,Shared Bathroom,House,1,"May 28th, 2023",2 Months,3,Yes,Male / Female,13/04/2023,"4,192",53.3577397,-6.2922508,a lovely bright comfortable double room solo use available may 28th summer month moment price inclusive bill include fast wifi house centrally locate college ie dcu trinity rcsi tud grange gorman 2 large supermarket within 2 minute walk house close phoenix park good bus link luas green line city centre city within walk distance approx 25 minute friendly house respect quiet privacy interested please email outline little reason visit dublin date need room not country yet I open video call virtual viewing like,834,780,Dublin 7,16
"Burrin Road , Carlow Town, Co. Carlow",Single & Double Room,Shared Bathroom,House,1,"May 3rd, 2023",6 Months,2,Yes,Male / Female,13/04/2023,"2,309",,,house close town centre mod con bedroom double fit wardrobe dress table locker bin wifi tv include gas electricity meter hike price hard include month may vary due usage deposit month rent require also month rent advance please call 2 pm 6 pm call time not answer email prefer not always able answer phone,490,380,Carlow,4
"29 Summerhill Park, Derrylin, Co. Fermanagh",Double Room,Shared Bathroom,House,1,Immediately,1 Year +,1,Yes,Male / Female,07/04/2023,44,54.1976895,-7.5711627,brand new build house base centre village spacious double room king size bed not ensuite tenant private bathroom 20 minute cavan enniskillen bill split equally share 27 year old professional deposit one month rent rent bill sterling not euro accept euro equivalent grass tarmac complete around house,403,,Fermanagh,6
"47A Phibsborough Road, Phibsborough, Dublin 7",Single Room,Shared Bathroom,House,1,"May 1st, 2023",3 Months,3,No,Male / Female,08/04/2023,"3,496",53.3612774,-6.2727111,room available 01052023 rent 575 eur include gas internet deposit 600 eur electricity around 150 every two month split three small cozy house 25 min walking distance city center tesco boot 24h spar next door dublinbike station 3 min road broadstone dit luas station 5 min away lgbtq friendly please tell little bit contact email thank,470,575,Dublin 7,7
"City Center Gardiner Street Dublin 1, Dublin 1",Shared Room,Shared Bathroom,Apartment,1,Immediately,1 Year,1,No,Female,13/04/2023,857,,,city center female vacancy single bed available weekly rent large double bedroom bathroom share one another female live inside room apartment centrally locate 5 minute walk oconnell street close aldi lidl tesco luas stop bus stop vacancy female contact no 089 982 3498 catherina,383,600,Dublin 1,11
"Sundale Heights, Dublin 24",Double Room,En-suite,House,1,"Apr 13th, 2023",6 Months,1,Yes,Male / Female,12/04/2023,244,53.2838671,-6.4085533,double room rent quiet house bathroom owner occupy no pet no party no smoking rent not include bill esb gas internet one month deposit plus one month rent reference require no sleep 10mins walk luas 5mins bus stop centre city local shop amenity close world suit quite person house no set e bike scooter charging,396,900,Dublin 24,3
"Charlesland Court, Charlesland, Greystones, Greystones, Co. Wicklow",Double Room,Shared Bathroom,House,1,Immediately,3 Months,2,Yes,Male / Female / +1 Person,06/04/2023,812,53.128181,-6.0704864,two join room rent single unit room connect stair small room suit example office large room next floor bedroom south face garden 20 min walk dart sea area well serve bus 5 min greystone village local shopping centre takeaway gym 5 min walk house,369,,Wicklow,5
"Apartment 10, Block 8, Clarion Quay, North Wall Qu, IFSC, Dublin 1",Single Room,Shared Bathroom,Apartment,1,"Apr 15th, 2023",1 Month,1,No,Male / Female,13/04/2023,350,,,rente single bedroom 15th april 5th may flexible big apartment 40 eur night bill include apartment fully furnish high quality 2 bedroom 1 bathroom locate clarion quay 1 minute away luas station 15 minute walk temple bar local area supermarket gym nice walking area would share apartment spanish girl feel free get touch learn,491,1000,Dublin 1,6
